node_id,lon,lat,geom_type,finite_count,is_local_interp_candidate
807,121.42135039999796,31.592847515174654,TYPE_3_OUTSIDE,3,False
811,121.40027911336833,31.826408420672323,TYPE_0,0,False
813,121.42135039999796,31.808442197172504,TYPE_1,1,False
820,121.4424216866276,31.467083950675907,TYPE_3_OUTSIDE,3,False
821,121.46349297325725,31.449117727176088,TYPE_3_OUTSIDE,3,False
822,121.4424216866276,31.503016397675548,TYPE_3_OUTSIDE,3,False
823,121.46349297325725,31.485050174175726,TYPE_3_OUTSIDE,3,False
824,121.4424216866276,31.53894884467519,TYPE_3_OUTSIDE,3,False
825,121.46349297325725,31.52098262117537,TYPE_3_OUTSIDE,3,False
826,121.4424216866276,31.57488129167483,TYPE_3_OUTSIDE,3,False
827,121.46349297325725,31.55691506817501,TYPE_3_INSIDE,3,True
830,121.4424216866276,31.75454352667304,TYPE_1,1,False
831,121.4424216866276,31.79047597367268,TYPE_1,1,False
833,121.46349297325725,31.77250975017286,TYPE_1,1,False
834,121.4424216866276,31.826408420672323,TYPE_0,0,False
835,121.46349297325725,31.808442197172504,TYPE_1,1,False
842,121.4845642598869,31.431151503676265,TYPE_1,1,False
843,121.50563554651653,31.413185280176442,TYPE_1,1,False
844,121.4845642598869,31.467083950675907,TYPE_3_OUTSIDE,3,False
845,121.50563554651653,31.449117727176088,TYPE_3_OUTSIDE,3,False
846,121.4845642598869,31.503016397675548,TYPE_3_OUTSIDE,3,False
847,121.50563554651653,31.485050174175726,TYPE_3_OUTSIDE,3,False
848,121.4845642598869,31.53894884467519,TYPE_3_INSIDE,3,True
849,121.4845642598869,31.57488129167483,TYPE_3_INSIDE,3,True
850,121.50563554651653,31.55691506817501,TYPE_3_INSIDE,3,True
854,121.4845642598869,31.75454352667304,TYPE_1,1,False
856,121.50563554651653,31.73657730317322,TYPE_1,1,False
857,121.4845642598869,31.79047597367268,TYPE_1,1,False
858,121.50563554651653,31.77250975017286,TYPE_1,1,False
862,121.52670683314616,31.395219056676623,TYPE_1,1,False
864,121.52670683314616,31.431151503676265,TYPE_1,1,False
865,121.54777811977581,31.413185280176442,TYPE_1,1,False
866,121.52670683314616,31.467083950675907,TYPE_3_OUTSIDE,3,False
867,121.54777811977581,31.449117727176088,TYPE_3_OUTSIDE,3,False
868,121.52670683314616,31.503016397675548,TYPE_3_INSIDE,3,True
869,121.54777811977581,31.485050174175726,TYPE_3_INSIDE,3,True
870,121.52670683314616,31.53894884467519,TYPE_3_INSIDE,3,True
874,121.52670683314616,31.75454352667304,TYPE_1,1,False
875,121.54777811977581,31.73657730317322,TYPE_1,1,False
881,121.56884940640546,31.395219056676623,TYPE_2_OUTSIDE,2,False
882,121.5899206930351,31.377252833176804,TYPE_2_OUTSIDE,2,False
883,121.56884940640546,31.431151503676265,TYPE_2_OUTSIDE,2,False
884,121.5899206930351,31.413185280176442,TYPE_2_OUTSIDE,2,False
888,121.56884940640546,31.718611079673398,TYPE_2_OUTSIDE,2,False
889,121.56884940640546,31.75454352667304,TYPE_2_OUTSIDE,2,False
890,121.5899206930351,31.73657730317322,TYPE_2_OUTSIDE,2,False
894,121.61099197966473,31.359286609676982,TYPE_2_OUTSIDE,2,False
897,121.61099197966473,31.395219056676623,TYPE_2_OUTSIDE,2,False
898,121.63206326629438,31.377252833176804,TYPE_2_OUTSIDE,2,False
901,121.61099197966473,31.718611079673398,TYPE_2_OUTSIDE,2,False
910,121.65313455292403,31.359286609676982,TYPE_2_OUTSIDE,2,False
911,121.67420583955366,31.34132038617716,TYPE_2_OUTSIDE,2,False
912,121.65313455292403,31.395219056676623,TYPE_2_OUTSIDE,2,False
913,121.67420583955366,31.377252833176804,TYPE_2_OUTSIDE,2,False
916,121.65313455292403,31.718611079673398,TYPE_2_OUTSIDE,2,False
920,121.6952771261833,31.32335416267734,TYPE_3_OUTSIDE,3,False
921,121.71634841281295,31.30538793917752,TYPE_2_OUTSIDE,2,False
922,121.6952771261833,31.359286609676982,TYPE_3_OUTSIDE,3,False
923,121.71634841281295,31.34132038617716,TYPE_3_OUTSIDE,3,False
926,121.6952771261833,31.431151503676265,TYPE_3_INSIDE,3,True
927,121.71634841281295,31.413185280176442,TYPE_3_INSIDE,3,True
928,121.6952771261833,31.718611079673398,TYPE_2_OUTSIDE,2,False
934,121.75849098607223,31.233523045178238,TYPE_2_OUTSIDE,2,False
935,121.7374196994426,31.2874217156777,TYPE_2_OUTSIDE,2,False
937,121.75849098607223,31.269455492177876,TYPE_2_OUTSIDE,2,False
938,121.7374196994426,31.32335416267734,TYPE_3_OUTSIDE,3,False
939,121.75849098607223,31.30538793917752,TYPE_2_OUTSIDE,2,False
944,121.7374196994426,31.431151503676265,TYPE_3_INSIDE,3,True
945,121.75849098607223,31.413185280176442,TYPE_3_INSIDE,3,True
949,121.77956227270187,31.215556821678415,TYPE_2_OUTSIDE,2,False
950,121.77956227270187,31.251489268678057,TYPE_2_OUTSIDE,2,False
951,121.80063355933152,31.233523045178238,TYPE_2_OUTSIDE,2,False
952,121.77956227270187,31.2874217156777,TYPE_2_OUTSIDE,2,False
953,121.80063355933152,31.269455492177876,TYPE_2_OUTSIDE,2,False
954,121.77956227270187,31.32335416267734,TYPE_3_OUTSIDE,3,False
955,121.80063355933152,31.30538793917752,TYPE_2_OUTSIDE,2,False
956,121.77956227270187,31.359286609676982,TYPE_3_INSIDE,3,True
957,121.80063355933152,31.34132038617716,TYPE_3_INSIDE,3,True
958,121.77956227270187,31.395219056676623,TYPE_3_INSIDE,3,True
959,121.80063355933152,31.377252833176804,TYPE_3_INSIDE,3,True
961,121.77956227270187,31.97013820867089,TYPE_3_OUTSIDE,3,False
963,121.80063355933152,31.95217198517107,TYPE_3_INSIDE,3,True
964,121.77956227270187,32.00607065567053,TYPE_3_INSIDE,3,True
966,121.80063355933152,31.988104432170708,TYPE_3_INSIDE,3,True
971,121.82170484596116,31.934205761671247,TYPE_3_INSIDE,3,True
973,121.8427761325908,31.916239538171425,TYPE_3_INSIDE,3,True
974,121.86384741922043,31.07182703367985,TYPE_3_OUTSIDE,3,False
975,121.86384741922043,31.10775948067949,TYPE_3_OUTSIDE,3,False
976,121.8427761325908,31.08979325717967,TYPE_3_OUTSIDE,3,False
977,121.88491870585008,31.08979325717967,TYPE_3_OUTSIDE,3,False
978,121.86384741922043,31.143691927679132,TYPE_3_INSIDE,3,True
979,121.8427761325908,31.12572570417931,TYPE_3_OUTSIDE,3,False
980,121.88491870585008,31.12572570417931,TYPE_3_INSIDE,3,True
984,121.88491870585008,31.808442197172504,TYPE_3_OUTSIDE,3,False
985,121.86384741922043,31.862340867671964,TYPE_3_OUTSIDE,3,False
987,121.88491870585008,31.84437464417214,TYPE_3_OUTSIDE,3,False
988,121.86384741922043,31.898273314671606,TYPE_3_INSIDE,3,True
989,121.8427761325908,31.880307091171787,TYPE_3_OUTSIDE,3,False
990,121.88491870585008,31.880307091171787,TYPE_3_INSIDE,3,True
991,121.86384741922043,31.934205761671247,TYPE_3_INSIDE,3,True
992,121.88491870585008,31.916239538171425,TYPE_3_INSIDE,3,True
993,121.90598999247973,30.999962139680566,TYPE_2_OUTSIDE,2,False
994,121.90598999247973,31.035894586680207,TYPE_2_OUTSIDE,2,False
995,121.88491870585008,31.01792836318039,TYPE_2_OUTSIDE,2,False
996,121.92706127910937,31.01792836318039,TYPE_2_OUTSIDE,2,False
997,121.90598999247973,31.07182703367985,TYPE_3_OUTSIDE,3,False
998,121.88491870585008,31.053860810180026,TYPE_2_OUTSIDE,2,False
999,121.92706127910937,31.053860810180026,TYPE_2_OUTSIDE,2,False
1000,121.90598999247973,31.10775948067949,TYPE_3_INSIDE,3,True
1001,121.92706127910937,31.08979325717967,TYPE_3_INSIDE,3,True
1002,121.90598999247973,31.143691927679132,TYPE_3_INSIDE,3,True
1003,121.92706127910937,31.12572570417931,TYPE_3_INSIDE,3,True
1004,121.90598999247973,31.718611079673398,TYPE_3_INSIDE,3,True
1007,121.92706127910937,31.73657730317322,TYPE_3_INSIDE,3,True
1008,121.90598999247973,31.79047597367268,TYPE_3_OUTSIDE,3,False
1010,121.92706127910937,31.77250975017286,TYPE_3_INSIDE,3,True
1011,121.90598999247973,31.826408420672323,TYPE_3_OUTSIDE,3,False
1012,121.92706127910937,31.808442197172504,TYPE_3_OUTSIDE,3,False
1013,121.90598999247973,31.862340867671964,TYPE_3_INSIDE,3,True
1014,121.92706127910937,31.84437464417214,TYPE_3_INSIDE,3,True
1015,121.55831376309064,31.440134615426174,TYPE_3_OUTSIDE,3,False
1019,121.55831376309064,31.458100838925997,TYPE_3_INSIDE,3,True
1021,121.55831376309064,31.476067062425816,TYPE_3_INSIDE,3,True
1025,121.55831376309064,31.49403328592564,TYPE_3_INSIDE,3,True
1027,121.54777811977581,31.52098262117537,TYPE_3_INSIDE,3,True
1028,121.55831376309064,31.511999509425458,TYPE_3_INSIDE,3,True
1031,121.55831376309064,31.52996573292528,TYPE_3_INSIDE,3,True
1059,121.5899206930351,31.700644856173575,TYPE_2_OUTSIDE,2,False
1060,121.60045633634991,31.691661744423666,TYPE_2_OUTSIDE,2,False
1061,121.63206326629438,31.700644856173575,TYPE_2_OUTSIDE,2,False
1062,121.62152762297956,31.691661744423666,TYPE_2_OUTSIDE,2,False
1063,121.60045633634991,31.70962796792349,TYPE_2_OUTSIDE,2,False
1064,121.62152762297956,31.70962796792349,TYPE_2_OUTSIDE,2,False
1090,121.6425989096092,31.691661744423666,TYPE_2_OUTSIDE,2,False
1091,121.67420583955366,31.700644856173575,TYPE_2_OUTSIDE,2,False
1092,121.66367019623885,31.691661744423666,TYPE_2_OUTSIDE,2,False
1093,121.6425989096092,31.70962796792349,TYPE_2_OUTSIDE,2,False
1094,121.66367019623885,31.70962796792349,TYPE_2_OUTSIDE,2,False
1116,121.68474148286847,31.691661744423666,TYPE_2_OUTSIDE,2,False
1117,121.71634841281295,31.700644856173575,TYPE_2_OUTSIDE,2,False
1118,121.70581276949812,31.691661744423666,TYPE_2_OUTSIDE,2,False
